IMD Rank,IMD Decile,ITL1,ITL2
31802,10,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
13167,4,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
21108,7,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
8016,3,West Midlands (England),Shropshire and Staffordshire
21157,7,West Midlands (England),Shropshire and Staffordshire
25699,8,West Midlands (England),Shropshire and Staffordshire
12159,4,West Midlands (England),Shropshire and Staffordshire
29585,9,East Midlands (England),Derbyshire and Nottinghamshire
29359,9,East Midlands (England),Derbyshire and Nottinghamshire
30420,10,East Midlands (England),Derbyshire and Nottinghamshire
22398,7,East Midlands (England),Derbyshire and Nottinghamshire
13406,4,East Midlands (England),Derbyshire and Nottinghamshire
16202,5,East Midlands (England),Derbyshire and Nottinghamshire
22511,7,East (England),Norfolk
19449,6,East (England),Norfolk
19296,6,East (England),Norfolk
11273,4,North East (England),"Northumberland, Durham and Tyne & Wear"
15793,5,North East (England),"Northumberland, Durham and Tyne & Wear"
2601,1,North East (England),"Northumberland, Durham and Tyne & Wear"
14986,5,North East (England),"Northumberland, Durham and Tyne & Wear"
33552,10,North East (England),"Northumberland, Durham and Tyne & Wear"
32588,10,North East (England),"Northumberland, Durham and Tyne & Wear"
17969,6,North East (England),"Northumberland, Durham and Tyne & Wear"
8985,3,North East (England),"Northumberland, Durham and Tyne & Wear"
17471,6,West Midlands (England),West Midlands
12244,4,West Midlands (England),West Midlands
9750,3,West Midlands (England),West Midlands
11043,4,West Midlands (England),West Midlands
20793,7,West Midlands (England),West Midlands
21092,7,West Midlands (England),West Midlands
20222,6,West Midlands (England),West Midlands
24842,8,London,Outer London - South
26698,8,London,Outer London - West and North West
17451,6,London,Outer London - West and North West
20800,7,London,Inner London - East
24789,8,London,Inner London - East
5927,2,London,Inner London - East
23096,7,London,Inner London - East
6012,2,London,Inner London - East
12246,4,London,Inner London - East
7112,3,London,Outer London - East and North East
7256,3,London,Outer London - East and North East
11993,4,London,Outer London - East and North East
7220,3,London,Outer London - East and North East
14437,5,London,Outer London - East and North East
14037,5,London,Inner London - West
6696,2,London,Inner London - West
5798,2,London,Inner London - West
2336,1,London,Inner London - West
6025,2,London,Inner London - West
8441,3,London,Inner London - West
1874,1,London,Inner London - West
3863,2,London,Inner London - West
2084,1,London,Inner London - West
2826,1,London,Inner London - West
25146,8,East (England),Bedfordshire and Hertfordshire
28934,9,East (England),Essex
23103,7,East (England),Essex
23967,8,East (England),Essex
29482,9,East (England),Essex
26974,8,East (England),Essex
14165,5,West Midlands (England),West Midlands
4899,2,West Midlands (England),West Midlands
20084,6,West Midlands (England),West Midlands
29438,9,West Midlands (England),West Midlands
8998,3,West Midlands (England),West Midlands
21807,7,West Midlands (England),West Midlands
8708,3,West Midlands (England),West Midlands
11778,4,West Midlands (England),West Midlands
27277,9,West Midlands (England),West Midlands
10610,4,West Midlands (England),West Midlands
2908,1,West Midlands (England),West Midlands
2424,1,West Midlands (England),West Midlands
3218,1,West Midlands (England),West Midlands
629,1,West Midlands (England),West Midlands
7429,3,West Midlands (England),West Midlands
2380,1,West Midlands (England),West Midlands
1356,1,West Midlands (England),West Midlands
907,1,West Midlands (England),West Midlands
902,1,West Midlands (England),West Midlands
755,1,West Midlands (England),West Midlands
1221,1,West Midlands (England),West Midlands
12725,4,North West (England),Greater Manchester
11026,4,North West (England),Greater Manchester
16419,5,North West (England),Greater Manchester
21277,7,North West (England),Greater Manchester
23815,8,North West (England),Greater Manchester
13707,5,North West (England),Greater Manchester
23475,7,North West (England),Greater Manchester
20089,6,North West (England),Greater Manchester
16860,5,North West (England),Greater Manchester
17591,6,North West (England),Greater Manchester
7600,3,North West (England),Greater Manchester
13056,4,North West (England),Greater Manchester
7754,3,North West (England),Greater Manchester
1333,1,North West (England),Greater Manchester
31930,10,North West (England),Greater Manchester
25934,8,North West (England),Greater Manchester
6292,2,North West (England),Greater Manchester
27973,9,North West (England),Greater Manchester
6364,2,North West (England),Greater Manchester
3359,1,North West (England),Greater Manchester
608,1,North West (England),Greater Manchester
16623,5,North West (England),Greater Manchester
599,1,North West (England),Greater Manchester
208,1,North West (England),Greater Manchester
6793,3,North West (England),Greater Manchester
17378,6,North West (England),Greater Manchester
23530,7,North West (England),Greater Manchester
26699,8,North West (England),Greater Manchester
11051,4,North West (England),Greater Manchester
5881,2,North West (England),Greater Manchester
1861,1,North West (England),Greater Manchester
865,1,North West (England),Greater Manchester
2403,1,Yorkshire and The Humber,West Yorkshire
2494,1,Yorkshire and The Humber,West Yorkshire
583,1,Yorkshire and The Humber,West Yorkshire
320,1,Yorkshire and The Humber,West Yorkshire
923,1,Yorkshire and The Humber,West Yorkshire
14057,5,Yorkshire and The Humber,West Yorkshire
16152,5,Yorkshire and The Humber,West Yorkshire
16323,5,Yorkshire and The Humber,West Yorkshire
1271,1,Yorkshire and The Humber,West Yorkshire
7293,3,London,Inner London - East
13658,5,London,Inner London - East
3344,1,London,Inner London - East
7375,3,London,Inner London - East
16831,5,London,Inner London - East
5704,2,London,Inner London - East
12934,4,London,Inner London - East
19894,6,London,Inner London - East
12376,4,London,Inner London - East
10782,4,London,Inner London - East
24173,8,London,Inner London - East
8522,3,London,Inner London - East
10496,4,London,Inner London - East
32362,10,North East (England),"Northumberland, Durham and Tyne & Wear"
12508,4,North East (England),"Northumberland, Durham and Tyne & Wear"
3296,1,North East (England),"Northumberland, Durham and Tyne & Wear"
28662,9,North East (England),"Northumberland, Durham and Tyne & Wear"
12573,4,North East (England),"Northumberland, Durham and Tyne & Wear"
18353,6,East (England),Essex
21496,7,East (England),Essex
29106,9,East (England),Essex
3531,2,East (England),Essex
15790,5,London,Outer London - East and North East
28291,9,London,Outer London - East and North East
8526,3,London,Outer London - East and North East
11753,4,London,Outer London - East and North East
19982,6,London,Outer London - East and North East
5148,2,London,Outer London - East and North East
32005,10,London,Outer London - East and North East
8186,3,London,Outer London - East and North East
15247,5,London,Outer London - East and North East
11672,4,London,Outer London - East and North East
11542,4,London,Outer London - East and North East
13460,4,London,Outer London - East and North East
20801,7,London,Outer London - East and North East
11628,4,London,Outer London - East and North East
8993,3,London,Outer London - East and North East
11341,4,London,Outer London - East and North East
18442,6,London,Outer London - East and North East
3964,2,North West (England),Merseyside
23542,7,North West (England),Merseyside
28196,9,North West (England),Merseyside
7528,3,North West (England),Merseyside
13793,5,North West (England),Merseyside
11022,4,North West (England),Merseyside
11610,4,North West (England),Merseyside
14327,5,North West (England),Merseyside
15367,5,North West (England),Merseyside
17673,6,North West (England),Merseyside
5221,2,North West (England),Merseyside
1885,1,North West (England),Merseyside
2162,1,North West (England),Merseyside
2325,1,North West (England),Merseyside
11146,4,East Midlands (England),Derbyshire and Nottinghamshire
15824,5,East Midlands (England),Derbyshire and Nottinghamshire
13600,5,East Midlands (England),Derbyshire and Nottinghamshire
23350,7,East Midlands (England),Derbyshire and Nottinghamshire
29664,9,East Midlands (England),Derbyshire and Nottinghamshire
11244,4,East Midlands (England),Derbyshire and Nottinghamshire
27886,9,East Midlands (England),Derbyshire and Nottinghamshire
28497,9,East Midlands (England),Derbyshire and Nottinghamshire
22243,7,East Midlands (England),Derbyshire and Nottinghamshire
21158,7,East Midlands (England),Derbyshire and Nottinghamshire
28677,9,East Midlands (England),Derbyshire and Nottinghamshire
31415,10,East Midlands (England),Derbyshire and Nottinghamshire
5290,2,East Midlands (England),Derbyshire and Nottinghamshire
12089,4,East Midlands (England),Derbyshire and Nottinghamshire
22801,7,East Midlands (England),Derbyshire and Nottinghamshire
18405,6,London,Outer London - East and North East
21403,7,London,Outer London - East and North East
15454,5,London,Outer London - East and North East
15494,5,London,Outer London - East and North East
19452,6,London,Outer London - East and North East
18928,6,London,Outer London - East and North East
8202,3,London,Outer London - East and North East
6946,3,London,Outer London - East and North East
21917,7,London,Outer London - East and North East
25098,8,North West (England),Merseyside
1949,1,North West (England),Merseyside
27591,9,North West (England),Merseyside
13631,5,North West (England),Merseyside
1745,1,North West (England),Merseyside
1602,1,North West (England),Merseyside
19119,6,North West (England),Merseyside
15580,5,North West (England),Merseyside
4122,2,East (England),Bedfordshire and Hertfordshire
5510,2,East (England),Bedfordshire and Hertfordshire
1464,1,East (England),Bedfordshire and Hertfordshire
2023,1,East (England),Bedfordshire and Hertfordshire
2263,1,East (England),Bedfordshire and Hertfordshire
1105,1,East (England),Bedfordshire and Hertfordshire
3837,2,East (England),Bedfordshire and Hertfordshire
32198,10,East (England),Bedfordshire and Hertfordshire
25624,8,East (England),Bedfordshire and Hertfordshire
25053,8,East (England),Bedfordshire and Hertfordshire
23878,8,East (England),Bedfordshire and Hertfordshire
24509,8,East (England),Bedfordshire and Hertfordshire
11035,4,East (England),Bedfordshire and Hertfordshire
28788,9,East (England),Bedfordshire and Hertfordshire
22874,7,East (England),Bedfordshire and Hertfordshire
29500,9,East (England),Bedfordshire and Hertfordshire
17170,6,East (England),Bedfordshire and Hertfordshire
24096,8,East (England),Bedfordshire and Hertfordshire
25294,8,East (England),Bedfordshire and Hertfordshire
21312,7,East (England),Bedfordshire and Hertfordshire
24465,8,East (England),Bedfordshire and Hertfordshire
26541,8,East (England),Bedfordshire and Hertfordshire
27232,9,East (England),Bedfordshire and Hertfordshire
26141,8,East (England),Bedfordshire and Hertfordshire
26294,8,East (England),Bedfordshire and Hertfordshire
23528,7,East (England),Bedfordshire and Hertfordshire
7354,3,East (England),Bedfordshire and Hertfordshire
30317,9,East (England),Bedfordshire and Hertfordshire
20875,7,East (England),Bedfordshire and Hertfordshire
19279,6,East (England),Bedfordshire and Hertfordshire
29848,9,East (England),Bedfordshire and Hertfordshire
23164,7,East (England),Bedfordshire and Hertfordshire
26972,8,East (England),Bedfordshire and Hertfordshire
14759,5,East (England),Bedfordshire and Hertfordshire
13172,4,East (England),Bedfordshire and Hertfordshire
24962,8,East (England),Bedfordshire and Hertfordshire
17830,6,East (England),Bedfordshire and Hertfordshire
20268,7,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
17999,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
26196,8,South West (England),Gloucestershire and Wiltshire
20724,7,South West (England),Gloucestershire and Wiltshire
25334,8,South West (England),Gloucestershire and Wiltshire
22135,7,South West (England),Gloucestershire and Wiltshire
26732,8,South West (England),Gloucestershire and Wiltshire
11827,4,South West (England),Gloucestershire and Wiltshire
4765,2,South West (England),Gloucestershire and Wiltshire
28940,9,South West (England),Gloucestershire and Wiltshire
21901,7,South West (England),Gloucestershire and Wiltshire
25329,8,South West (England),Gloucestershire and Wiltshire
25455,8,South West (England),Gloucestershire and Wiltshire
29776,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
18897,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
29787,9,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
23764,8,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
16791,5,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
17334,6,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
7397,3,South East (England),"Berkshire, Buckinghamshire and Oxfordshire"
